,Sifra,Naslov
925,2090030010003,cankarjeva cesta
926,2010290060002,cankarjeva cesta
927,1080640090003,cankarjeva cesta
928,2010630340004,cankarjeva cesta
929,2070730370005,cankarjeva cesta
930,2041330240005,cankarjeva cesta
931,2091310300003,cankarjeva cesta
932,2071090440002,cankarjeva pot
933,1081860010005,cankarjeva ulica
934,1080230070003,cankarjeva ulica
935,2010800090001,cankarjeva ulica
936,1080230100008,cankarjeva ulica
937,2010020010001,cankarjeva ulica
938,1080720030004,cankarjeva ulica
939,2011880030002,cankarjeva ulica
940,2020580540003,cankarjeva ulica
941,2010800060005,cankarjeva ulica
942,2010590170001,cankarjeva ulica
943,2020700200043,cankarjeva ulica
944,2021131230003,cankarjeva ulica
945,2011000140002,cankarjeva ulica
946,2021130750003,cankarjeva ulica
947,2021130870005,cankarjeva ulica
948,2030810030002,cankarjeva ulica
949,2020580250002,cankarjeva ulica
950,2060540850003,cankarjeva ulica
951,2040110030017,cankarjeva ulica
952,2041060240003,cankarjeva ulica
953,2020960160010,cankarjeva ulica
954,2100940210001,cankarjeva ulica
955,2041200920002,cankarjeva ulica
956,2041240660003,cankarjeva ulica
957,2031120120002,cankarjeva ulica
958,2111280600006,cankarjeva ulica
959,2070170140004,cankarjeva ulica
960,2110360090004,cankarjeva ulica
961,2040570550003,cankarjeva ulica
962,2111360180003,cankarjeva ulica
963,2070851320011,cankarjeva ulica
964,2041440200004,cankarjeva ulica
965,2090520140007,cankarjeva ulica
966,2041900380006,cankarjeva ulica
967,2110840260005,cankarjeva ulica
968,2060090120008,cankarjeva ulica
969,2120500410015,cankarjeva ulica
970,2061100810002,cankarjeva ulica
971,2070480470008,cankarjeva ulica
972,2071301880002,cankarjeva ulica
973,2091020340003,cankarjeva ulica
974,2100380150007,cankarjeva ulica
975,1081400180002,cankarjevo nabrežje
976,1080610110093,cankarjevo nabrežje
977,2011520010000,cankova
978,1080610110094,carja dušana ulica
979,2110360090005,carl jakoba ulica
980,2120500410016,carpacciov trg
981,2100130090003,casermanova ulica
982,2110010010003,cebejeva ulica
983,2070851320012,cegelnica
984,2090820020000,cegelnica
985,2110070090000,ceglo
986,2120400040007,cegnarjeva ulica
987,1080610110095,celarčeva ulica
988,1080610110096,celestinova ulica
989,2040110030018,celestinova ulica
990,2020700030000,celestrina
991,2060540190000,celine
992,2031120120003,celjska cesta
993,2041240660004,celjska cesta
994,2041070050001,celjska cesta
995,2040570290003,celjska cesta
996,2041140360002,celjska cesta
997,2041060240004,celjska cesta
998,2041330240006,celjska cesta
999,2041390610005,celjska cesta
1000,2041900380007,celjska cesta
1001,1080610110097,celjska ulica
1002,2020700200045,celjska ulica
1003,2020700020004,celovška cesta
1004,2030740030002,celovška cesta
1005,1080610110098,celovška cesta
1006,2040110030019,celovška ulica
1007,2021530030000,cenkova
1008,1081340090000,centa
1009,2030160020001,center
1010,2120500160000,cepki
1011,2120500170000,cerej
1012,1081340830001,cereja
1013,2060090170000,cerina
1014,2090120040000,cerkljanska dobrava
1015,2110140020000,cerkljanski vrh
1016,2060090180000,cerklje ob krki
1017,1080610110099,cerkniška ulica
1018,1080050010001,cerkova ulica
1019,1080610110100,cerkova ulica
1020,1080601240002,cerkovnik
1021,2091310300004,cerkvena ulica
1022,2010590170026,cerkveni trg
1023,2021530040000,cerkvenjak
1024,2070170120000,cerkvišče
1025,2071190040000,cerov log
1026,2070851320013,cerovci
1027,2041200090000,cerovec
1028,2071570020000,cerovec
1029,2061100090000,cerovec
1030,2041060030000,cerovec pod bočem
1031,2071090070000,cerovec pri črešnjevcu
1032,2041240130000,cerovec pri šmarju
1033,2071300180000,cerovec pri trebelnem
1034,2020870030000,cerovec stanka vraza
1035,1080600090000,cerovica
1036,1080320050000,cerovo
1037,2021180010001,ceršak
1038,1080610110101,cerutova ulica
1039,2070851320014,cesarjeva ulica
1040,2071300190000,cesta
1041,2060540200000,cesta
1042,1080200020000,cesta
1043,2110010060000,cesta
1044,2060541380008,cesta 1. maja
1045,2090410070018,cesta 1. maja
1046,2050340070004,cesta 1. maja
1047,2090520140015,cesta 1. maja
1048,1080610110148,cesta 13. julija
1049,2051420240003,cesta 15. aprila
1050,2110840260006,cesta 15. septembra
1051,2111360180004,cesta 18. aprila
1052,2100650240001,cesta 19. oktobra
1053,1080390320001,cesta 2. grupe odredov
1054,2051420110001,cesta 20. julija
1055,2051420680005,cesta 20. julija
1056,1080610110149,cesta 24. junija
1057,1080610110150,cesta 25 talcev
1058,2110840160004,cesta 25. junija
1059,2110840260007,cesta 25. junija
1060,1080610110151,cesta 27. aprila
1061,2050340070005,cesta 3. julija
1062,2060541380009,cesta 3. julija
1063,1080610110152,cesta 30. avgusta
1064,2060540850005,cesta 4. julija
1065,2020260050003,cesta 4. julija
1066,2100130090007,cesta 4. maja
1067,2110010010006,cesta 5. maja
1068,1080640090005,cesta 5. maja
1069,1081400190004,cesta 6. maja
1070,1080210070002,cesta 7. maja
1071,2020960160011,cesta 8. avgusta
1072,1081400070013,cesta 8. maja
1073,2051420680006,cesta 9. avgusta
1074,2070730370008,cesta 9. maja
1075,2050340070001,cesta adama dušaka
1076,2090410230001,cesta alojza travna
1077,1080610110102,cesta andreja bitenca
1078,1081400070002,cesta borcev
1079,2120500060002,cesta borcev
1080,1080230300002,cesta borcev
1081,2090410230002,cesta borisa kidriča
1082,2051420680002,cesta borisa kidriča
1083,2090410220001,cesta borisa kidriča
1084,2041330240007,cesta borisa kraigherja
1085,2060090120009,cesta bratov cerjakov
1086,2060090120010,cesta bratov milavcev
1087,2041330240008,cesta bratov mravljakov
1088,2090410070004,cesta bratov stražišarjev
1089,2060541380005,cesta bratov zorko
1090,2070730370006,cesta bratstva in enotnosti
1091,2070851320015,cesta brigad
1092,1080320170005,cesta cankarjeve brigade
1093,1080610110103,cesta ceneta štuparja
1094,1080610110104,cesta cirila kosmača
1095,2090410070005,cesta cirila tavčarja
1096,1080391280001,cesta dolenjskega odreda
1097,1080600650006,cesta dolenjskega odreda
1098,1080610110105,cesta dolomitskega odreda
1099,1081400070003,cesta dolomitskega odreda
1100,1080430430002,cesta dr. tineta zajca
1101,1080600650007,cesta dušana kvedra
1102,1080610110106,cesta dveh cesarjev
1103,1080210070001,cesta dveh potokov
1104,2090410070006,cesta franceta prešerna
1105,2041330240009,cesta františka foita
1106,2090030010004,cesta gorenjskega odreda
1107,2111830010002,cesta goriške fronte
1108,1081400190003,cesta gradenj
1109,2020700270005,cesta graške gore
1110,2050340070002,cesta hermana debelaka
1111,2041260090003,cesta heroja gašperja
1112,2041260090004,cesta heroja rozmana
1113,2041260090005,cesta heroja šercerja
1114,1080770190001,cesta heroja vasje
1115,2071040270001,cesta i
1116,2041330240010,cesta i
1117,2120500190001,cesta i. istrske brigade
1118,2010630340005,cesta i. slovenskega tabora
1119,2071040270002,cesta ii
1120,2041330240011,cesta ii
1121,2040110030020,cesta ii. grupe odredov
1122,1080610110107,cesta ii. grupe odredov
1123,2041330240012,cesta iii
1124,2071040270003,cesta iii
1125,2060541380006,cesta ilije gregoriča
1126,2071040270004,cesta iv
1127,2041330240013,cesta iv
1128,2110010010004,cesta iv. prekomorske
1129,2090520140008,cesta iva slavca
1130,2090410220002,cesta ivana cankarja
1131,1081400070004,cesta ivana kavčnika
1132,2041330240014,cesta ix
1133,2071040270005,cesta ix
1134,2110840390001,cesta ix. korpusa
1135,2110010010005,cesta ix. korpusa
1136,2060540090001,cesta izgnancev
1137,2090520140009,cesta jaka platiše
1138,2090120050001,cesta janeza bobnarja
1139,2090410230003,cesta janeza finžgarja
1140,2100130450002,cesta josipa ribičiča
1141,2041900380008,cesta josipa širca
1142,2100130450003,cesta jožeta krajca
1143,1080230320002,cesta k cerkvi
1144,2020700200046,cesta k dravi
1145,2020260050002,cesta k dravi
1146,2020700170001,cesta k dravi
1147,2090520140010,cesta kokrškega odreda
1148,2091310140001,cesta kokrškega odreda
1149,1080710090008,cesta komandanta staneta
1150,1080600650008,cesta komandanta staneta
1151,2060541380007,cesta kozjanskega odreda
1152,2041200920003,cesta kozjanskega odreda
1153,2041270120001,cesta kozjanskega odreda
1154,1081400180003,cesta krimskega odreda
1155,2060540850004,cesta krških žrtev
1156,2041200920004,cesta leona dobrotinška
1157,1080610110108,cesta ljubljanske brigade
1158,2041260090006,cesta lole ribarja
1159,2071790180001,cesta majde šilc
1160,2020580540004,cesta maksa kavčiča
1161,2120500410017,cesta marežganskega upora
1162,2090410070009,cesta maršala tita
1163,2041260090007,cesta matije gubca
1164,2120500060003,cesta med vinogradi
1165,2041200920005,cesta miloša zidanška
1166,2021600040001,cesta na agrarno
1167,1081400180004,cesta na barju
1168,2041060240005,cesta na bellevue
1169,1080610110109,cesta na bellevue
1170,2090520130002,cesta na belo
1171,2041060240006,cesta na boč
1172,1080610110110,cesta na bokalce
1173,1080610110111,cesta na brdo
1174,2041200920006,cesta na brdo
1175,2090520130003,cesta na brdo
1176,2091310130002,cesta na brdo
1177,1081400070005,cesta na breg
1178,1080610110112,cesta na brinovec
1179,1080610110113,cesta na brod
1180,2111830020001,cesta na čuklje
1181,2061100810003,cesta na dobravo
1182,2040110030021,cesta na dobrovo
1183,2071301160002,cesta na fužine
1184,2040570290004,cesta na gaberno
1185,2090410070010,cesta na golico
1186,2041440200006,cesta na gorenje
1187,2040920180001,cesta na grad
1188,2040110030022,cesta na grad
1189,2041200920007,cesta na grad
1190,2061100810004,cesta na grad
1191,2071301160003,cesta na gradec
1192,2030810030003,cesta na gradišče
1193,1080050010002,cesta na grič
1194,2041330240015,cesta na griču
1195,1080770190002,cesta na grmače
1196,2020450080001,cesta na hajdino
1197,2091310130003,cesta na hudo
1198,2091020340004,cesta na jezerca
1199,2100130090004,cesta na jezero
1200,2041330240016,cesta na jezero
1201,1080610110114,cesta na ježah
1202,2090520140011,cesta na klanec
1203,1080610110115,cesta na ključ
1204,2041200920008,cesta na kmetijsko šolo
1205,1080610110116,cesta na kope
1206,2100940210002,cesta na kremenco
1207,1080320170006,cesta na krko
1208,2021670030002,cesta na kumen
1209,2040570290005,cesta na lahomšek
1210,2041900380009,cesta na lavo
1211,1080610110117,cesta na laze
1212,2091470170002,cesta na ledinico
1213,2040790090002,cesta na lepo njivo
1214,2091020170006,cesta na lipce
1215,2040110340001,cesta na ljubečno
1216,1080080070001,cesta na log
1217,1080610110118,cesta na loko
1218,2091310010003,cesta na loko
1219,2120500410018,cesta na markovec
1220,1081400070006,cesta na mele
1221,1080610110119,cesta na mesarico
1222,1080610110120,cesta na obrije
1223,2090820050001,cesta na okroglo
1224,2040110030023,cesta na ostrožno
1225,1080610110121,cesta na ozare
1226,2041270120002,cesta na pečovje
1227,2110140030002,cesta na plužne
1228,1080610110122,cesta na poljane
1229,1081400070007,cesta na polje
1230,2021130750004,cesta na polje
1231,2021710130001,cesta na polje
1232,1081400180005,cesta na polju
1233,1080391280002,cesta na polževo
1234,1080080010004,cesta na postajo
1235,1080610110123,cesta na prevoje
1236,2030810030004,cesta na primož
1237,2120500020004,cesta na prisojo
1238,2090040020002,cesta na ravne
1239,2060540090002,cesta na ribnik
1240,2041200920009,cesta na rifnik
1241,2041440200007,cesta na roglo
1242,2041370080002,cesta na roglo
1243,2041900290001,cesta na roje
1244,1080610110124,cesta na rožnik
1245,2040790090003,cesta na rožnik
1246,2090520130004,cesta na rupo
1247,2090520140012,cesta na rupo
1248,2041330240017,cesta na selo
1249,1080710090009,cesta na senico
1250,2020700140001,cesta na srednje
1251,2070480470009,cesta na stadion
1252,2010290060003,cesta na stadion
1253,2041240660005,cesta na sv. rok
1254,2041270120003,cesta na svetino
1255,2040570290006,cesta na svetino
1256,1080710090010,cesta na svetje
1257,2031120120004,cesta na štibuhu
1258,2070480470010,cesta na trato
1259,2071040640002,cesta na ugar
1260,1080610110125,cesta na urh
1261,2010630340006,cesta na vilo
1262,2041900380010,cesta na vrbje
1263,2040790090004,cesta na vrhe
1264,1080610110126,cesta na vrhovce
1265,2041330240018,cesta na vrtače
1266,2051420240002,cesta na zlato polje
1267,2041900290002,cesta na žago
1268,2020700140002,cesta na žavcerja
1269,2100650450001,cesta notranjskega odreda
1270,2071790180002,cesta notranjskega odreda
1271,1081230090003,cesta ob barju
1272,1081230150004,cesta ob barju
1273,2060540870002,cesta ob gaju
1274,2021600090001,cesta ob gramoznici
1275,2041390610006,cesta ob hudinji
1276,2020700500001,cesta ob lipi
1277,1081400070008,cesta ob potoku
1278,2030810030005,cesta ob potoku
1279,2021130220002,cesta ob ribniku
1280,2021600090002,cesta ob ribniku
1281,2021600020001,cesta ob ribniku
1282,2110440050002,cesta ob soči
1283,1080710090011,cesta ob sori
1284,1080710090012,cesta ob železnici
1285,2041900380011,cesta ob železnici
1286,2110140030003,cesta of
1287,2071190460001,cesta oktobrskih žrtev
1288,2020700200047,cesta osvobodilne fronte
1289,1081400070009,cesta osvobodilne fronte
1290,2051290140003,cesta osvobodilne fronte
1291,2051420680003,cesta otona župančiča
1292,2041060240007,cesta padlih aktivistov nov
1293,2050340070003,cesta padlih borcev
1294,2050340160001,cesta padlih borcev
1295,2041140360003,cesta pod goro
1296,1080050010003,cesta pod goro
1297,2041440200008,cesta pod hribom
1298,2041330240019,cesta pod parkom
1299,2041200920010,cesta pod rifnikom
1300,2100130090005,cesta pod slivnico
1301,2100130450011,cesta pod srnjakom
1302,1081400070010,cesta pod strmco
1303,2100130450004,cesta pod tičnico
1304,2111830010003,cesta prekomorskih brigad
1305,2020700200048,cesta proletarskih brigad
1306,2060540090003,cesta prvih borcev
1307,2060090120011,cesta prvih borcev
1308,1080230300003,cesta radomeljske čete
1309,2090410070011,cesta revolucije
1310,2041330240020,cesta simona blatnika
1311,2090410230004,cesta slavka likoviča
1312,1080610110127,cesta slov. kmečkih uporov
1313,2090520140013,cesta staneta žagarja
1314,2091310300005,cesta ste marie aux mines
1315,2091310010004,cesta ste marie aux mines
1316,2091020340005,cesta svobode
1317,2060090120012,cesta svobode
1318,2090030010005,cesta svobode
1319,1080610110128,cesta španskih borcev
1320,1080230100009,cesta talcev
1321,1080640090004,cesta talcev
1322,1080391280003,cesta talcev
1323,2041330240021,cesta talcev
1324,2041260090008,cesta talcev
1325,2041440200009,cesta talcev
1326,1080710090013,cesta talcev
1327,2090410220003,cesta talcev
1328,2020980100001,cesta talcev
1329,2090520140014,cesta talcev
1330,2041390610007,cesta talcev
1331,2091220510003,cesta talcev
1332,2051290140004,cesta tončke čeč
1333,1080320170007,cesta toneta kralja
1334,2090410230005,cesta toneta tomšiča
1335,2090410070014,cesta toneta tomšiča
